replicate,scenario,family,family_label,abundance,mean_capacity,population,window_mean_wealth_gini,window_mean_welfare,final_wealth_gini,final_mean_energy
4,weak_patchy_low,weak_patchy,Weak patchy,low,0.35,16,0.05422494583996385,0.005991556004825346,0.05113920960075258,0.009362497781287265
4,weak_patchy_low,weak_patchy,Weak patchy,low,0.35,32,0.1428831049142024,0.0,0.1414470415951421,0.0
4,patchy_low,patchy,Patchy,low,0.35,4,0.024425220888968865,0.043830655842527835,0.02980201172434005,0.07863417588104175
4,patchy_low,patchy,Patchy,low,0.35,8,0.0347828041519391,0.024252550214965148,0.03709065769610098,0.03794728792555959
4,patchy_low,patchy,Patchy,low,0.35,16,0.05301285379542275,0.005479568840885518,0.05060952986971712,0.009842614482299752
4,patchy_low,patchy,Patchy,low,0.35,32,0.14797265539014212,0.0,0.1463880913113551,0.0
4,centralized_low,centralized,Centralized,low,0.35,4,0.026154246811680996,0.05633020720286165,0.029865432931829083,0.07797861854637257
4,centralized_low,centralized,Centralized,low,0.35,8,0.035282409182074585,0.02851659045578723,0.03725653072909507,0.03220135179619058
4,centralized_low,centralized,Centralized,low,0.35,16,0.05305227989352454,0.005667723803821558,0.05130824518022914,0.009511070136312019
4,centralized_low,centralized,Centralized,low,0.35,32,0.14138813337665088,0.0,0.14026171619167171,0.0
4,decentralized_low,decentralized,Decentralized,low,0.35,4,0.021508056332678667,0.04863652808880427,0.02447890540392006,0.08616547980444703
4,decentralized_low,decentralized,Decentralized,low,0.35,8,0.03510354752048777,0.025776595764947903,0.036403799501053324,0.03672508259075987
4,decentralized_low,decentralized,Decentralized,low,0.35,16,0.05246115188282124,0.005532789252467414,0.04963189510565247,0.01038744662802759
4,decentralized_low,decentralized,Decentralized,low,0.35,32,0.1450721972021407,0.0,0.14369818552670388,0.0
4,fragmented_low,fragmented,Fragmented,low,0.35,4,0.01967825136051322,0.04494900275590281,0.025007793705816406,0.07159868375910489
4,fragmented_low,fragmented,Fragmented,low,0.35,8,0.03344090226089313,0.023817990709034325,0.035565763711065124,0.027809323705572247
4,fragmented_low,fragmented,Fragmented,low,0.35,16,0.05390869846487382,0.005478444679916834,0.050869835873468494,0.007447539336341849
4,fragmented_low,fragmented,Fragmented,low,0.35,32,0.13588904045894246,0.0,0.1343718210382232,0.0
