scenario,scenario_label,scenario_group,population,replicate,cooperation_rate,collective_action_entropy,collective_order,switch_rate,wealth_gini,mean_welfare,mean_wealth,total_resource,mean_resource_fraction,unique_policy_count,policy_entropy,policy_hamming_mean,policy_cooperate_scarce,policy_cooperate_moderate,policy_cooperate_abundant,network_density,network_components,largest_component_fraction,network_clustering,network_policy_similarity,policy_assortativity
patchy_high,Patchy high,single,32,3,0.0,0.0,1.0,3.125e-05,0.27530735636326004,33.761077120815216,43.76207712081528,14.02227334129192,0.18254371945809988,3,0.4493687100208576,0.22446236559139784,0.0,0.09375,0.59375,0.04032258064516129,15,0.1875,0.171875,0.75,-0.11929307805596469
centralized_low,Centralized low,single,8,3,0.0,0.0,1.0,0.0,0.1603504148900569,33.14494640706363,43.145946407064244,13.017531291926055,0.37448096448890594,2,0.2704260414863776,0.14285714285714285,0.0,0.0,0.75,0.0,8,0.125,0.0,nan,nan
centralized_low,Centralized low,single,16,3,0.125,0.5435644431995963,0.75,6.25e-05,0.3745602989496229,12.45186988819563,21.483834490160202,7.0848516559283015,0.2033417531878162,3,0.4554382190121329,0.23055555555555557,0.125,0.0,0.6875,0.025,13,0.1875,0.0,0.7777777777777778,-0.5
centralized_low,Centralized low,single,32,3,0.28125,0.8571484374283714,0.4375,0.00059375,0.5450691922232495,0.4328004098236587,3.545165941657758,1.643576267195654,0.05289843133176947,7,0.8017128912535689,0.40994623655913975,0.28125,0.1875,0.59375,0.04032258064516129,15,0.1875,0.171875,0.6166666666666667,0.04845814977973551
decentralized_high,Decentralized high,single,8,3,0.048125,0.19906583244006243,0.90375,0.09625,0.03064574694486433,92.72043775000242,102.72143774999653,46.42495987510857,0.6244123599975863,3,0.5,0.3333333333333333,0.5,0.0,0.75,0.0,8,0.125,0.0,nan,nan
decentralized_high,Decentralized high,single,16,3,0.005125,0.02765778546259514,0.98975,0.0101875,0.1171639469655043,79.83744951774617,89.83844951774287,35.611896199092016,0.480180527743003,4,0.5005381572700606,0.26111111111111107,0.1875,0.0,0.6875,0.025,13,0.1875,0.0,1.0,nan
decentralized_high,Decentralized high,single,32,3,0.0,0.0,1.0,3.125e-05,0.2704138511514787,31.098570697672162,41.09957069767246,12.360189193471422,0.17533392128926437,3,0.42091057669697945,0.20631720430107525,0.0,0.0625,0.59375,0.04032258064516129,15,0.1875,0.171875,0.7666666666666667,-0.16129032258064532
patchy_high_central_low,Patchy high + central low,mixed,8,3,0.006625,0.02880891548957861,0.98675,0.01325,0.013316124477335812,94.97483979039616,104.97583979039005,42.04553429333079,0.7001174419041831,3,0.5,0.3333333333333333,0.5,0.0,0.75,0.0,8,0.125,0.0,nan,nan
patchy_high_central_low,Patchy high + central low,mixed,16,3,0.017375,0.09193241885904783,0.96525,0.03475,0.10072312937370867,82.85932638101316,92.8603263810099,35.15719079728116,0.5739224444848742,4,0.5497991567825664,0.3416666666666667,0.4375,0.0,0.625,0.025,13,0.1875,0.0,1.0,nan
patchy_high_central_low,Patchy high + central low,mixed,32,3,0.0495625,0.2775292414404537,0.900875,0.03665625,0.257180829354063,52.207508768212854,62.14361496392086,22.954240090011073,0.3156354196389954,5,0.6658345334700907,0.3346774193548387,0.1875,0.09375,0.53125,0.04032258064516129,15,0.1875,0.171875,0.6333333333333334,-0.25461254612546136
central_high_patchy_low,Central high + patchy low,mixed,8,3,0.011,0.047833671001564486,0.978,0.021875,0.1746348375456248,72.31246124548657,82.31346124548448,32.802001387090655,0.6416225724590201,4,0.5162649802317995,0.2857142857142857,0.25,0.0,0.75,0.0,8,0.125,0.0,nan,nan
central_high_patchy_low,Central high + patchy low,mixed,16,3,0.0,0.0,1.0,0.0,0.2868897064398302,58.06807207768886,68.06907207768721,28.444486156111203,0.5203650840194506,4,0.5005381572700606,0.26111111111111107,0.1875,0.0,0.6875,0.025,13,0.1875,0.0,1.0,nan
central_high_patchy_low,Central high + patchy low,mixed,32,3,0.07165625,0.36971138081200516,0.8566875,0.018375,0.3757924152449716,44.12267405515429,53.63336771351845,15.90283443050985,0.25661728463043676,6,0.6181551381339787,0.3004032258064516,0.15625,0.0625,0.5625,0.04032258064516129,15,0.1875,0.171875,0.7166666666666666,-0.3102119460500961
split_high_low,High patchy + low fragmented split,mixed,8,3,0.0,0.0,1.0,0.0,0.24804568344242278,66.74533255182003,76.74633255181595,33.54471215072305,0.5710380362237272,3,0.43293164689846614,0.32142857142857145,0.25,0.0,0.625,0.0,8,0.125,0.0,nan,nan
split_high_low,High patchy + low fragmented split,mixed,16,3,0.0625,0.33729006661701383,0.875,0.0,0.435449664959423,47.675508598465576,56.41871953478402,30.355651942349994,0.4787128876522354,4,0.5005381572700606,0.2861111111111111,0.25,0.0,0.6875,0.025,13,0.1875,0.0,1.0,nan
split_high_low,High patchy + low fragmented split,mixed,32,3,0.0886875,0.4266771109010799,0.822625,0.05240625,0.47571861478666383,41.992652712133236,49.48230450865167,20.22555361073483,0.290588771470143,5,0.7051691403771025,0.35349462365591394,0.25,0.09375,0.59375,0.04032258064516129,15,0.1875,0.171875,0.5666666666666668,-0.38528138528138534
decentralized_high_in_low,Decentralized high islands + low background,mixed,8,3,0.022625,0.09838516421912695,0.95475,0.045375,0.05792997827302659,88.15178711687321,98.1527871168694,38.901090558192,0.7290385286130396,5,0.7185463540765221,0.4404761904761905,0.375,0.125,0.375,0.0,8,0.125,0.0,nan,nan
decentralized_high_in_low,Decentralized high islands + low background,mixed,16,3,0.0168125,0.09046899653990786,0.966375,0.0335625,0.10996062089054709,80.60540878687543,90.60640878687276,33.82312127484883,0.6338672031781891,4,0.6590723338208275,0.35277777777777775,0.4375,0.0,0.5,0.025,13,0.1875,0.0,0.888888888888889,-0.1999999999999988
decentralized_high_in_low,Decentralized high islands + low background,mixed,32,3,0.0526875,0.27968815704881295,0.894625,0.0350625,0.23664908797744807,53.726438555442165,63.72743855544181,18.808773424853744,0.3423837553491654,4,0.5654040867083819,0.2829301075268817,0.09375,0.09375,0.59375,0.04032258064516129,15,0.1875,0.171875,0.7333333333333334,-0.13744075829383848
uniform_high,Uniform high,single,8,4,0.01325,0.055135174121696676,0.9735,0.0265,0.006990873064532387,95.88771100000254,105.88871099999598,46.38743677217966,0.6184991569623954,4,0.603759374819711,0.380952380952381,0.5,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
uniform_high,Uniform high,single,16,4,0.0559375,0.2610727405471113,0.888125,0.111875,0.1479529416101615,75.84880473338578,85.84980473338202,36.841071827663896,0.4912142910355186,3,0.49240566715416084,0.33055555555555555,0.5,0.0,0.3125,0.041666666666666664,11,0.125,0.0,1.0,0.9999999999999999
uniform_high,Uniform high,single,32,4,0.125,0.5435644431995963,0.75,6.25e-05,0.39276335172736426,34.88692973067734,43.711762575440865,16.51285388457512,0.22017138512766826,5,0.5079172107457403,0.2439516129032258,0.125,0.03125,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.7733333333333334,0.053201082055906165
patchy_high,Patchy high,single,8,4,0.023,0.10001585754872573,0.954,0.046,0.01609635756387181,94.81366450000249,104.81466449999618,46.45214428548447,0.6215066895997489,4,0.6352130207431889,0.369047619047619,0.375,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
patchy_high,Patchy high,single,16,4,0.03625,0.1795646756757066,0.9275,0.072375,0.15941108073015733,75.20854234486198,85.20954234485872,36.28906477430441,0.48079904186783984,4,0.5565789059344942,0.2861111111111111,0.25,0.0,0.3125,0.041666666666666664,11,0.125,0.0,1.0,1.0
patchy_high,Patchy high,single,32,4,0.03125,0.20062232431271457,0.9375,6.25e-05,0.3897645468991666,36.11018970982278,44.9331450797241,17.45394141772087,0.22625184076138713,4,0.4086667615485961,0.18951612903225806,0.03125,0.03125,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.84,0.14215686274509803
centralized_low,Centralized low,single,8,4,0.0,0.0,1.0,0.0,0.1885418164583465,36.61539767827658,46.616397678277195,13.18992645456122,0.37593308203099945,2,0.3333333333333333,0.19047619047619044,0.0,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
centralized_low,Centralized low,single,16,4,0.1875,0.6962122601251456,0.625,0.0001875,0.35325255075970496,13.73290060695427,22.23558005801072,7.82320560837122,0.22866786076091303,5,0.6403932306491659,0.33888888888888885,0.1875,0.125,0.3125,0.041666666666666664,11,0.125,0.0,0.8000000000000002,-0.03448275862068891
centralized_low,Centralized low,single,32,4,0.34375,0.9283620723948672,0.3125,0.0005,0.4892111809786048,0.8262371007197703,5.837441764172007,2.5250327692453647,0.07605760036152238,7,0.812813596188501,0.4079301075268817,0.34375,0.1875,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.64,0.132075471698113
decentralized_high,Decentralized high,single,8,4,0.042,0.17712063767626315,0.916,0.084125,0.025269495706293256,93.44028700000243,103.4412869999964,46.04243996936757,0.6231467632475712,4,0.6666666666666666,0.38095238095238093,0.5,0.0,0.5,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-0.9999999999999996
decentralized_high,Decentralized high,single,16,4,0.0558125,0.26451835875812957,0.888375,0.1116875,0.16202203096019924,74.11686599732228,84.11786599731906,36.94867555686284,0.49505615651176077,4,0.5935463540765221,0.3194444444444444,0.375,0.0,0.3125,0.041666666666666664,11,0.125,0.0,0.9333333333333333,0.876543209876543
decentralized_high,Decentralized high,single,32,4,0.09375,0.4488644887230295,0.8125,6.25e-05,0.3997078806216557,34.86427329204683,43.65749007104724,16.24349114710279,0.21836659262345176,5,0.46908451134658274,0.2271505376344086,0.09375,0.03125,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.7866666666666667,0.021352313167259614
patchy_high_central_low,Patchy high + central low,mixed,8,4,0.0,0.0,1.0,0.0,0.021074753837776967,94.29079913601815,104.29179913601234,42.476893728709136,0.7156655454304088,3,0.4685463540765222,0.2738095238095238,0.125,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
patchy_high_central_low,Patchy high + central low,mixed,16,4,0.0048125,0.025971335129510068,0.990375,0.009625,0.10702597404327788,79.53787113370606,89.53887113370394,35.01361073672578,0.5659769916141938,3,0.4554382190121329,0.23055555555555554,0.125,0.0,0.3125,0.041666666666666664,11,0.125,0.0,0.9333333333333333,0.6000000000000002
patchy_high_central_low,Patchy high + central low,mixed,32,4,0.03325,0.20936905982018975,0.9335,0.004,0.3840302059553567,42.29144940306028,51.228464263618065,20.661372563959173,0.32469841512278297,5,0.5079172107457403,0.228494623655914,0.0625,0.0625,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.8133333333333335,0.1504854368932039
central_high_patchy_low,Central high + patchy low,mixed,8,4,0.0,0.0,1.0,0.0,0.17399351657263606,68.12066626025387,78.12166626025268,33.11857461811189,0.6342549756339874,4,0.603759374819711,0.3333333333333333,0.25,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
central_high_patchy_low,Central high + patchy low,mixed,16,4,0.0676875,0.3544108398733682,0.864625,0.010375,0.26103019204919714,61.84049920188804,71.83189301856645,29.17919863407648,0.5375979352031148,6,0.7415339175715271,0.38333333333333336,0.3125,0.125,0.3125,0.041666666666666664,11,0.125,0.0,0.8,0.27536231884057943
central_high_patchy_low,Central high + patchy low,mixed,32,4,0.109875,0.49665951540068304,0.78025,0.03225,0.3864076746645368,48.515517062511194,57.94362403910415,21.740576336756842,0.38034794477171363,7,0.7253695002437471,0.35215053763440857,0.25,0.125,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.7466666666666667,0.49358541525995964
split_high_low,High patchy + low fragmented split,mixed,8,4,0.0,0.0,1.0,0.0,0.19334958902209132,73.07964692820234,83.08064692819866,32.80300644973707,0.591448216302325,3,0.4685463540765222,0.2738095238095238,0.125,0.0,0.5,0.03571428571428571,7,0.25,0.0,1.0,nan
split_high_low,High patchy + low fragmented split,mixed,16,4,0.01525,0.08059557228410379,0.9695,0.0305,0.2225691094741287,67.64242186567083,77.64342186566832,26.754597042578883,0.46544280614228234,4,0.5565789059344942,0.2861111111111111,0.25,0.0,0.3125,0.041666666666666664,11,0.125,0.0,0.9333333333333333,0.8360655737704916
split_high_low,High patchy + low fragmented split,mixed,32,4,0.104125,0.4798107978960455,0.79175,0.0208125,0.48946448393676883,29.32761528894693,38.098944194766446,12.584115270397362,0.2036933041504852,5,0.571911366919869,0.27352150537634407,0.1875,0.03125,0.3125,0.05040322580645161,12,0.21875,0.2708333333333333,0.8533333333333334,0.2972972972972972
decentralized_high_in_low,Decentralized high islands + low background,mixed,8,4,0.01925,0.08370892425273786,0.9615,0.0385,0.018586204697350377,94.30853646053848,104.30953646053248,38.03758328857142,0.7153776220785468,4,0.603759374819711,0.40476190476190477,0.25,0.125,0.375,0.03571428571428571,7,0.25,0.0,1.0,nan
decentralized_high_in_low,Decentralized high islands + low background,mixed,16,4,0.0070625,0.03811377752772256,0.985875,0.014125,0.1550615593004244,77.5138508541558,87.51485085415203,33.92788307794403,0.6210401483968915,5,0.6509398437049277,0.3194444444444445,0.1875,0.125,0.25,0.041666666666666664,11,0.125,0.0,0.8,0.2682926829268293
decentralized_high_in_low,Decentralized high islands + low background,mixed,32,4,0.05921875,0.31557489171278214,0.8815625,0.05596875,0.3240977596511387,50.457626565837415,60.10885063654107,21.878385497774143,0.3992614945512368,5,0.6416002921190969,0.3024193548387097,0.1875,0.09375,0.28125,0.05040322580645161,12,0.21875,0.2708333333333333,0.7333333333333334,0.2358078602620087
uniform_high,Uniform high,single,8,5,0.0045,0.019568319955185473,0.991,0.009,0.01565092407156764,94.31924531223966,104.32024531223388,45.396978203429065,0.6052930427123875,3,0.353759374819711,0.2261904761904762,0.125,0.0,0.75,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
uniform_high,Uniform high,single,16,5,0.031375,0.1580162986916269,0.93725,0.0626875,0.06753847660464186,84.58566740499172,94.58666740498849,35.91860863849233,0.47891478184656444,4,0.5497991567825664,0.275,0.1875,0.0,0.625,0.041666666666666664,11,0.1875,0.0,0.6666666666666667,-1.0
uniform_high,Uniform high,single,32,5,0.0,0.0,1.0,0.0,0.36694395820200276,38.30601991873728,48.01171744639267,19.367182350766903,0.25822909801022537,4,0.5066580695856626,0.24663978494623656,0.0,0.125,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.7126436781609197,-0.007789095266626755
patchy_high,Patchy high,single,8,5,0.03125,0.13589111079989907,0.9375,0.0625,0.023840430160394475,93.66855140037119,103.66955140036531,45.84257461336744,0.6150880664156728,4,0.5162649802317995,0.28571428571428564,0.25,0.0,0.75,0.03571428571428571,7,0.25,0.0,0.33333333333333337,-1.0
patchy_high,Patchy high,single,16,5,0.04625,0.22651758359588148,0.9075,0.0925,0.06868434671595566,84.58189862549666,94.58289862549381,36.4312828886213,0.4870117064630804,4,0.5833333333333334,0.3,0.25,0.0,0.625,0.041666666666666664,11,0.1875,0.0,0.6,-0.6666666666666669
patchy_high,Patchy high,single,32,5,0.00725,0.0465443792405498,0.9855,0.0145,0.37317650760383775,39.078360832162815,48.784727851237214,20.407931896910405,0.26851363190564237,5,0.5607961172207904,0.2674731182795699,0.03125,0.125,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.7126436781609197,-0.007789095266626755
centralized_low,Centralized low,single,8,5,0.0,0.0,1.0,0.0,0.19576827411269324,32.92539518994045,42.92639518994083,13.086947162260097,0.38362689325623306,2,0.2704260414863776,0.14285714285714285,0.0,0.0,0.75,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
centralized_low,Centralized low,single,16,5,0.125,0.5435644431995963,0.75,0.0,0.22674390619991425,12.837978087006883,22.741253066813055,6.726047802578058,0.201739742981382,5,0.6403932306491658,0.32222222222222224,0.125,0.125,0.625,0.041666666666666664,11,0.1875,0.0,0.5333333333333334,-0.7073170731707317
centralized_low,Centralized low,single,32,5,0.28125,0.8571484374283714,0.4375,0.00028125,0.5383866267178944,1.9273186721935318,6.842179706921898,3.1660920934714376,0.09574336515132657,8,0.8699957721071493,0.43951612903225806,0.28125,0.25,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.5172413793103448,0.04132231404958704
decentralized_high,Decentralized high,single,8,5,0.0,0.0,1.0,0.0,0.0250513935309461,93.61835498816278,103.61935498815714,45.40529954062882,0.6121678993580847,3,0.353759374819711,0.2261904761904762,0.125,0.0,0.75,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
decentralized_high,Decentralized high,single,16,5,0.0220625,0.116050032645014,0.955875,0.0441875,0.07494762612122051,85.67094262992327,95.67194262991956,35.10820442111071,0.4772665950990669,4,0.49710488567879957,0.24444444444444444,0.125,0.0,0.625,0.041666666666666664,11,0.1875,0.0,0.6666666666666667,-1.0
decentralized_high,Decentralized high,single,32,5,0.0,0.0,1.0,0.0,0.3857242308878334,36.67941789198946,46.24831178049592,18.75630700215832,0.25784353773220914,4,0.5066580695856626,0.24663978494623656,0.0,0.125,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.7126436781609197,-0.007789095266626755
patchy_high_central_low,Patchy high + central low,mixed,8,5,0.03125,0.13589111079989907,0.9375,0.0625,0.0730698397339712,86.42290571304473,96.42390571304092,41.546245207961434,0.7042111276375588,4,0.5833333333333334,0.3571428571428572,0.125,0.125,0.5,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
patchy_high_central_low,Patchy high + central low,mixed,16,5,0.0,0.0,1.0,0.0,0.13261040310896577,80.5532750185768,90.55427501857264,36.323475876112234,0.589925981840792,3,0.47285481439986543,0.25277777777777777,0.125,0.0,0.4375,0.041666666666666664,11,0.1875,0.0,0.6666666666666667,-0.19999999999999996
patchy_high_central_low,Patchy high + central low,mixed,32,5,0.032875,0.18716832990020846,0.93425,0.06578125,0.35260175437433866,47.493351011690066,56.98664600878613,27.503593986009204,0.43273951728195337,6,0.7826247766602273,0.39381720430107525,0.21875,0.1875,0.46875,0.05846774193548387,11,0.21875,0.26979166666666665,0.6666666666666667,-0.03253529772866791
central_high_patchy_low,Central high + patchy low,mixed,8,5,0.0,0.0,1.0,0.0,0.22445034989286358,67.10183658891299,77.10283658891083,33.92288999144526,0.6837929963212396,2,0.318144667641655,0.17857142857142855,0.0,0.0,0.625,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
central_high_patchy_low,Central high + patchy low,mixed,16,5,0.0125,0.06745801332340279,0.975,0.025,0.20784370747934094,70.38048833777094,80.38148833776822,29.123183325243556,0.5644280387666429,4,0.5306390622295664,0.275,0.1875,0.0,0.625,0.041666666666666664,11,0.1875,0.0,0.4666666666666667,-0.6666666666666667
central_high_patchy_low,Central high + patchy low,mixed,32,5,0.1569375,0.6232275237950908,0.686125,0.06396875,0.4128599364080611,39.73021658763881,48.16635316009799,16.12530600943324,0.3014433983263061,6,0.7034164209726997,0.3407258064516129,0.25,0.0625,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.6436781609195404,-0.14132379248658325
split_high_low,High patchy + low fragmented split,mixed,8,5,0.00875,0.038049511023971756,0.9825,0.0175,0.1863101714939818,75.39372994793835,85.39472994793323,33.019993981133595,0.576417201671373,4,0.5833333333333334,0.32142857142857134,0.25,0.0,0.625,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
split_high_low,High patchy + low fragmented split,mixed,16,5,0.08225,0.40247276961710987,0.8355,0.0395625,0.25647492333229127,63.98456485973402,73.97259464184758,25.889891886928925,0.4125603749862502,3,0.47324557260116085,0.2833333333333333,0.1875,0.0,0.5625,0.041666666666666664,11,0.1875,0.0,0.5333333333333334,-0.42857142857142816
split_high_low,High patchy + low fragmented split,mixed,32,5,0.1631875,0.6410132730116056,0.673625,0.01390625,0.47914496147827546,31.987852990515627,40.69548794700812,17.405922482805543,0.2594687244976532,5,0.701371973954183,0.3588709677419355,0.25,0.09375,0.53125,0.05846774193548387,11,0.21875,0.26979166666666665,0.6091954022988506,-0.03162055335968374
decentralized_high_in_low,Decentralized high islands + low background,mixed,8,5,0.0255,0.11088714641271766,0.949,0.051,0.07119139344270481,88.06314918533577,98.06414918533066,38.88263614808909,0.7376184316953538,4,0.5833333333333334,0.32142857142857134,0.25,0.0,0.625,0.03571428571428571,7,0.25,0.0,0.6666666666666667,-1.0
decentralized_high_in_low,Decentralized high islands + low background,mixed,16,5,0.03225,0.16303025499327067,0.9355,0.0645,0.08130802349556779,86.6508986359212,96.6518986359162,33.50613699010917,0.6325284619109907,4,0.5676065103715944,0.35277777777777775,0.25,0.0625,0.5,0.041666666666666664,11,0.1875,0.0,0.4666666666666667,-0.25000000000000083
decentralized_high_in_low,Decentralized high islands + low background,mixed,32,5,0.04365625,0.2532232588744347,0.9126875,0.024875,0.40814248335420666,40.8303833852154,49.91075183816733,20.714167097138773,0.3789740528513447,6,0.6525342008977424,0.3051075268817204,0.125,0.09375,0.46875,0.05846774193548387,11,0.21875,0.26979166666666665,0.6551724137931034,-0.28603104212860325
uniform_high,Uniform high,single,8,6,0.016625,0.07229407094554632,0.96675,0.03325,0.047833447447725795,89.47108053488546,99.47208053488116,45.804384020759905,0.6107251202767986,4,0.5833333333333334,0.32142857142857145,0.625,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
uniform_high,Uniform high,single,16,6,0.04525,0.22011646595815249,0.9095,0.0906875,0.19103670615179805,67.12023597727041,77.1212359772693,36.606516650553075,0.48808688867404093,4,0.6077308036810326,0.3333333333333333,0.375,0.0,0.625,0.03333333333333333,12,0.125,0.0,0.9166666666666667,0.7948717948717948
uniform_high,Uniform high,single,32,6,0.03571875,0.22016581146222938,0.9285625,0.00896875,0.43603501818474094,35.36984786344862,43.8294977358388,21.04544855649033,0.2806059807532045,4,0.4745983135651328,0.22849462365591397,0.0625,0.0625,0.6875,0.05846774193548387,11,0.4375,0.1875,0.8045977011494255,0.06350914962325098
patchy_high,Patchy high,single,8,6,0.010125,0.04402871989916731,0.97975,0.02025,0.04101496266857705,90.56437933258057,100.565379332576,45.48627849501746,0.611379220750307,4,0.5833333333333334,0.32142857142857145,0.625,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
patchy_high,Patchy high,single,16,6,0.0364375,0.18324054304705414,0.927125,0.0728125,0.17769906677474126,69.41215429294624,79.41315429294535,35.973358637668035,0.4870324773964896,5,0.6829316468984662,0.36111111111111105,0.3125,0.0625,0.625,0.03333333333333333,12,0.125,0.0,0.9166666666666667,0.7948717948717948
patchy_high,Patchy high,single,32,6,0.13125,0.5599040356043615,0.7375,0.01259375,0.43208612069766034,34.83443695215243,43.24330767286029,20.112943138594208,0.2796731555036257,5,0.58890602101533,0.27889784946236557,0.15625,0.0625,0.6875,0.05846774193548387,11,0.4375,0.1875,0.7701149425287358,0.21385542168674732
centralized_low,Centralized low,single,8,6,0.0,0.0,1.0,0.0,0.20592290860427442,32.42702589001507,42.42802589001619,13.069074564134155,0.3786427462129154,2,0.2704260414863776,0.14285714285714285,0.0,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
centralized_low,Centralized low,single,16,6,0.125,0.5435644431995963,0.75,6.25e-05,0.4528101314150307,10.735017775945515,18.178010169309513,8.032428595083239,0.24259800254457872,5,0.6403932306491659,0.3222222222222222,0.125,0.125,0.625,0.03333333333333333,12,0.125,0.0,0.75,-0.04347826086956521
centralized_low,Centralized low,single,32,6,0.375,0.9544340029249647,0.25,6.25e-05,0.5616844341149697,1.9478506110519542,6.7854348458342475,3.69574687873903,0.11558370570763131,6,0.7693857761727331,0.3998655913978495,0.375,0.15625,0.6875,0.05846774193548387,11,0.4375,0.1875,0.7011494252873566,0.15697674418604615
decentralized_high,Decentralized high,single,8,6,0.02775,0.1206713063903104,0.9445,0.0555,0.05393737663289764,88.39007696416459,98.39107696416043,46.05567384582678,0.6152173443579367,4,0.5833333333333334,0.32142857142857145,0.625,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
decentralized_high,Decentralized high,single,16,6,0.0409375,0.20026978010256125,0.918125,0.081875,0.21506471738455696,65.54642297105951,75.54742297105756,36.493600428956185,0.4870738389067358,4,0.6077308036810326,0.3333333333333333,0.375,0.0,0.625,0.03333333333333333,12,0.125,0.0,0.9166666666666667,0.7948717948717948
decentralized_high,Decentralized high,single,32,6,0.06875,0.3596049510382169,0.8625,0.012625,0.45064226535407004,34.640638196088545,42.940325795129,20.553121675849837,0.2784749442390573,5,0.5342643462976236,0.24663978494623653,0.09375,0.0625,0.6875,0.05846774193548387,11,0.4375,0.1875,0.7586206896551725,0.153648068669528
patchy_high_central_low,Patchy high + central low,mixed,8,6,0.053625,0.220224160321444,0.89275,0.10725,0.05082013422513717,86.71791657955644,96.71891657955251,40.666235874840176,0.6947907501739291,4,0.5833333333333334,0.32142857142857134,0.75,0.0,0.625,0.03571428571428571,7,0.25,0.0,1.0,nan
patchy_high_central_low,Patchy high + central low,mixed,16,6,0.005875,0.0317052662619993,0.98825,0.01175,0.22997036835113935,60.92621259991258,70.92721259991254,33.96972832657107,0.5420173190478401,5,0.6582005842381938,0.35277777777777775,0.25,0.0625,0.5,0.03333333333333333,12,0.125,0.0,0.75,0.38461538461538464
patchy_high_central_low,Patchy high + central low,mixed,32,6,0.10240625,0.47484933825643644,0.7951875,0.017375,0.41922233326187447,39.18050312553442,47.80490856170314,26.64772046908698,0.40326571178502424,6,0.62906624505795,0.293010752688172,0.1875,0.0625,0.6875,0.05846774193548387,11,0.4375,0.1875,0.7356321839080461,0.11029948867786699
central_high_patchy_low,Central high + patchy low,mixed,8,6,0.0,0.0,1.0,0.0,0.17389866570320192,71.98375257968314,81.98475257968003,33.55964192484657,0.6605167171227424,3,0.5204260414863776,0.3214285714285715,0.375,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
central_high_patchy_low,Central high + patchy low,mixed,16,6,0.1485,0.5938946152763891,0.703,0.0470625,0.24543233869801576,65.77059145286614,75.69596464896742,28.96576403669252,0.5593229934721817,4,0.626746938314716,0.3333333333333333,0.375,0.0,0.625,0.03333333333333333,12,0.125,0.0,0.8333333333333335,-0.33333333333333315
central_high_patchy_low,Central high + patchy low,mixed,32,6,0.22371875,0.7663690087837924,0.5525625,0.01009375,0.45870911273200055,40.731020402374284,48.98457962886186,15.282026230900687,0.2959409573510671,5,0.6814840897378659,0.35215053763440857,0.25,0.125,0.6875,0.05846774193548387,11,0.4375,0.1875,0.6551724137931035,-0.34883720930232515
split_high_low,High patchy + low fragmented split,mixed,8,6,0.042875,0.1739314970837178,0.91425,0.085875,0.059758634366320354,87.47937930046572,97.48037930046138,31.71003628959386,0.5942083226589795,4,0.5833333333333334,0.32142857142857145,0.75,0.0,0.625,0.03571428571428571,7,0.25,0.0,1.0,nan
split_high_low,High patchy + low fragmented split,mixed,16,6,0.0295,0.15920091144323056,0.941,0.059,0.13311540596185814,71.83498663375565,81.83598663375494,23.394645671838695,0.43988983948758015,5,0.6403932306491659,0.3277777777777777,0.1875,0.0625,0.5,0.03333333333333333,12,0.125,0.0,0.8333333333333335,-0.33333333333333337
split_high_low,High patchy + low fragmented split,mixed,32,6,0.15625,0.6252624052234232,0.6875,0.000125,0.45703052479459244,27.79643820117406,37.087675923359456,11.936851060433575,0.21838560616896524,5,0.5937849655668468,0.2809139784946237,0.1875,0.03125,0.65625,0.05846774193548387,11,0.4375,0.1875,0.7701149425287357,0.19667590027700874
decentralized_high_in_low,Decentralized high islands + low background,mixed,8,6,0.0,0.0,1.0,0.0,0.1291204945775113,79.60557975103187,89.60657975102852,38.9451640151108,0.7224292574886689,3,0.5204260414863776,0.32142857142857145,0.375,0.0,0.75,0.03571428571428571,7,0.25,0.0,1.0,nan
