scenario,population,replicate,agent,x,y,region,policy_scarce,policy_moderate,policy_abundant,cooperation_preference,wealth,energy
patchy_high,16,0,agent_15,9,8,patchy_high,D,D,D,0.0,105.06221090580686,94.06221090581334
patchy_high,32,0,agent_0,9,3,patchy_high,D,D,C,0.3333333333333333,16.402036201029212,5.402036201030409
patchy_high,32,0,agent_1,8,3,patchy_high,D,D,D,0.0,52.471764537054426,41.471764537052856
patchy_high,32,0,agent_2,1,9,patchy_high,D,D,C,0.3333333333333333,41.03380480415571,30.033804804158308
patchy_high,32,0,agent_3,4,3,patchy_high,D,D,D,0.0,74.65028180820909,63.65028180820188
patchy_high,32,0,agent_4,2,1,patchy_high,D,D,C,0.3333333333333333,51.21734687529698,40.21734687529608
patchy_high,32,0,agent_5,0,9,patchy_high,D,D,D,0.0,19.684533757250772,8.684533757251106
patchy_high,32,0,agent_6,9,4,patchy_high,D,D,C,0.3333333333333333,8.794715131258384,0.0
patchy_high,32,0,agent_7,2,1,patchy_high,D,D,D,0.0,51.28010468914902,40.28010468914805
patchy_high,32,0,agent_8,2,0,patchy_high,D,D,C,0.3333333333333333,34.21107286800457,23.211072868005612
patchy_high,32,0,agent_9,6,3,patchy_high,D,D,C,0.3333333333333333,37.32664878415902,26.326648784160977
patchy_high,32,0,agent_10,3,4,patchy_high,D,D,C,0.3333333333333333,104.73092926195801,93.73092926196246
patchy_high,32,0,agent_11,4,1,patchy_high,D,D,D,0.0,67.1490791791867,56.14907917918169
patchy_high,32,0,agent_12,2,0,patchy_high,D,D,D,0.0,34.17283204099786,23.172832040998895
patchy_high,32,0,agent_13,0,5,patchy_high,D,D,D,0.0,68.42092315831252,57.420923158306856
patchy_high,32,0,agent_14,8,9,patchy_high,D,D,D,0.0,27.451268428695116,16.451268428693666
patchy_high,32,0,agent_15,9,8,patchy_high,D,D,D,0.0,11.334540399467954,0.3345403994685202
patchy_high,32,0,agent_16,6,1,patchy_high,D,D,D,0.0,99.25993150547347,88.2599315054769
patchy_high,32,0,agent_17,9,6,patchy_high,D,D,C,0.3333333333333333,19.83071375536921,8.830713755369757
patchy_high,32,0,agent_18,9,4,patchy_high,D,D,D,0.0,8.873598877034985,0.0
patchy_high,32,0,agent_19,7,8,patchy_high,D,D,D,0.0,58.49461703729032,47.49461703728714
patchy_high,32,0,agent_20,0,7,patchy_high,D,D,C,0.3333333333333333,67.67148348608134,56.67148348607623
patchy_high,32,0,agent_21,9,0,patchy_high,D,D,C,0.3333333333333333,68.80567732146895,57.805677321463655
patchy_high,32,0,agent_22,1,9,patchy_high,D,D,D,0.0,40.76363990597082,29.7636399059733
patchy_high,32,0,agent_23,6,4,patchy_high,D,D,C,0.3333333333333333,77.66231659625744,66.66231659625247
patchy_high,32,0,agent_24,3,6,patchy_high,C,D,D,0.3333333333333333,97.66199999999645,86.66200000000218
patchy_high,32,0,agent_25,7,4,patchy_high,D,D,C,0.3333333333333333,51.503142467096936,40.50314246709579
patchy_high,32,0,agent_26,5,2,patchy_high,D,D,C,0.3333333333333333,51.44912382894544,40.44912382894416
patchy_high,32,0,agent_27,8,6,patchy_high,D,D,C,0.3333333333333333,73.65952661911312,62.659526619106884
patchy_high,32,0,agent_28,8,8,patchy_high,D,C,C,0.6666666666666666,17.08133078069937,6.081330780700629
patchy_high,32,0,agent_29,1,4,patchy_high,D,D,C,0.3333333333333333,104.27954032635225,93.27954032635677
patchy_high,32,0,agent_30,7,8,patchy_high,D,D,D,0.0,58.984759969529016,47.98475996952564
patchy_high,32,0,agent_31,9,3,patchy_high,D,D,D,0.0,16.385476144201196,5.385476144202367
centralized_low,8,0,agent_0,9,3,centralized_low,D,D,C,0.3333333333333333,14.148205393584961,3.1482053935856826
centralized_low,8,0,agent_1,8,3,centralized_low,D,D,D,0.0,48.52704759564673,37.527047595646685
centralized_low,8,0,agent_2,1,9,centralized_low,D,D,C,0.3333333333333333,34.64861993704245,23.64861993704367
centralized_low,8,0,agent_3,4,3,centralized_low,D,D,D,0.0,81.8510015098878,70.8510015098849
centralized_low,8,0,agent_4,2,1,centralized_low,D,C,C,0.6666666666666666,34.065686866652484,23.06568686665345
centralized_low,8,0,agent_5,0,9,centralized_low,D,C,D,0.3333333333333333,14.949758670969235,3.9497586709700983
centralized_low,8,0,agent_6,9,4,centralized_low,D,D,C,0.3333333333333333,30.264630817708202,19.264630817708085
centralized_low,8,0,agent_7,2,1,centralized_low,D,D,D,0.0,32.256448315590475,21.25644831559102
centralized_low,16,0,agent_0,9,3,centralized_low,D,D,C,0.3333333333333333,12.385316222071593,1.3853162220716135
centralized_low,16,0,agent_1,8,3,centralized_low,D,D,D,0.0,31.58361345319244,20.583613453192893
centralized_low,16,0,agent_2,1,9,centralized_low,D,D,C,0.3333333333333333,31.232430394751322,20.23243039475163
centralized_low,16,0,agent_3,4,3,centralized_low,D,D,D,0.0,31.784648150506154,20.784648150506634
centralized_low,16,0,agent_4,2,1,centralized_low,D,C,C,0.6666666666666666,13.803452462170947,2.80345246217205
