scenario,population,replicate,phase,time,cooperation_rate,collective_action_entropy,collective_order,switch_rate,wealth_gini,mean_welfare,mean_wealth,total_resource,mean_resource_fraction
decentralized_high,16,7,training,2150,0.125,0.5435644431995964,0.75,0.25,0.1810798901432833,27.791395977677308,31.091395977677173,37.950045199393735,0.5215657029462283
decentralized_high,16,7,training,2200,0.25,0.8112781244591328,0.5,0.375,0.18138517150165634,28.40367911067982,31.80367911067975,38.08779373162968,0.5234011731173976
decentralized_high,16,7,training,2250,0.1875,0.6962122601251458,0.625,0.25,0.18184240553430686,29.031633423335993,32.53163342333599,37.96281348279219,0.521751124372351
decentralized_high,16,7,training,2300,0.1875,0.6962122601251458,0.625,0.1875,0.1822670354068998,29.65852518641198,33.258525186412044,37.884263481283924,0.5206975405263143
decentralized_high,16,7,training,2350,0.0625,0.3372900666170139,0.875,0.1875,0.1825584124685553,30.276323453479556,33.97632345347971,37.98039517634123,0.5220434246039358
decentralized_high,16,7,training,2400,0.0,0.0,1.0,0.125,0.18298362508554922,30.9057243232438,34.70572432324404,37.868817465650686,0.5205195320609122
decentralized_high,16,7,training,2450,0.0625,0.3372900666170139,0.875,0.25,0.18332466942870895,31.526599287474994,35.42659928747533,37.91278282344781,0.5211404112904424
decentralized_high,16,7,training,2500,0.0625,0.3372900666170139,0.875,0.25,0.18368071588638912,32.147357248930646,36.14735724893107,37.941279890967806,0.5214782654911939
decentralized_high,16,7,training,2550,0.125,0.5435644431995964,0.75,0.1875,0.1838959510160918,32.76729886584597,36.86729886584649,38.00143681325173,0.5222207677141527
decentralized_high,16,7,training,2600,0.0,0.0,1.0,0.0625,0.1841234493122874,33.390238519682086,37.59023851968269,37.99182460664446,0.5221302299088134
decentralized_high,16,7,training,2650,0.25,0.8112781244591328,0.5,0.3125,0.1844147555806861,34.01488547866597,38.31488547866667,37.941463155453185,0.5213662002465725
decentralized_high,16,7,training,2700,0.1875,0.6962122601251458,0.625,0.3125,0.18469485054962576,34.63770313885212,39.037703138852905,37.927540041172584,0.5211721788636755
decentralized_high,16,7,training,2750,0.25,0.8112781244591328,0.5,0.3125,0.18498494920136022,35.26041300620714,39.760413006208026,37.913880713779164,0.5211097661687301
decentralized_high,16,7,training,2800,0.0,0.0,1.0,0.0,0.18522685888402912,35.88846797733106,40.48846797733205,37.840631320917886,0.5201681175177668
decentralized_high,16,7,training,2850,0.125,0.5435644431995964,0.75,0.125,0.18549126384757053,36.50761622698925,41.20761622699034,37.882239639719515,0.5206584035529012
decentralized_high,16,7,training,2900,0.125,0.5435644431995964,0.75,0.25,0.18581350471068436,37.131419756263426,41.93141975626462,37.87927127640879,0.5205818025215712
decentralized_high,16,7,training,2950,0.125,0.5435644431995964,0.75,0.1875,0.18608561380168553,37.7586871053296,42.65868710533088,37.84140056016915,0.5201232427067545
decentralized_high,16,7,training,3000,0.125,0.5435644431995964,0.75,0.25,0.18628402856357407,38.37961819256053,43.37961819256191,37.889312954586124,0.5206622801006958
decentralized_high,16,7,training,3050,0.125,0.5435644431995964,0.75,0.1875,0.18651852493553833,39.0017402320657,44.10174023206718,37.92208319695728,0.5212003585181673
decentralized_high,16,7,training,3100,0.1875,0.6962122601251458,0.625,0.375,0.18673515689914089,39.625025542180985,44.82502554218257,37.916711826465786,0.5211486455770126
decentralized_high,16,7,training,3150,0.125,0.5435644431995964,0.75,0.1875,0.18699567726422162,40.256598663243395,45.55659866324509,37.80549184595741,0.5196114558675554
decentralized_high,16,7,training,3200,0.1875,0.6962122601251458,0.625,0.1875,0.18724037404025817,40.879051406920354,46.27905140692214,37.862212035889684,0.5203845224200645
decentralized_high,16,7,training,3250,0.0625,0.3372900666170139,0.875,0.25,0.18745788199537694,41.50503548547982,47.00503548548171,37.84499891179191,0.5201946672177297
decentralized_high,16,7,training,3300,0.125,0.5435644431995964,0.75,0.1875,0.18762066162905922,42.12521849890166,47.72521849890364,37.90606445045936,0.520844764358699
decentralized_high,16,7,training,3350,0.125,0.5435644431995964,0.75,0.25,0.18788491432012933,42.748904510122244,48.44890451012431,37.88479481048198,0.5206855624339884
decentralized_high,16,7,training,3400,0.0625,0.3372900666170139,0.875,0.3125,0.1880427602884709,43.374057575388015,49.17405757539009,37.88100021782192,0.5206215447535889
decentralized_high,16,7,training,3450,0.0625,0.3372900666170139,0.875,0.1875,0.18827146355381075,44.00004407706156,49.90004407706361,37.87087376748449,0.5206169967033704
decentralized_high,16,7,training,3500,0.125,0.5435644431995964,0.75,0.125,0.1885066724508757,44.6301218532255,50.630121853227536,37.78491151646593,0.5193502566543134
decentralized_high,16,7,training,3550,0.0625,0.3372900666170139,0.875,0.1875,0.18868138755837682,45.25320007138757,51.353200071389566,37.83469257757716,0.5201313105516587
decentralized_high,16,7,training,3600,0.0,0.0,1.0,0.0,0.18889437741227155,45.88078932815462,52.08078932815657,37.80549285842113,0.5197538796607699
decentralized_high,16,7,training,3650,0.0625,0.3372900666170139,0.875,0.25,0.18912785690928913,46.50609664442422,52.80609664442613,37.82140748058203,0.5198468925525842
decentralized_high,16,7,training,3700,0.125,0.5435644431995964,0.75,0.1875,0.1892157320054686,47.141302751847164,53.54130275184903,37.70372081602599,0.5184694395806734
decentralized_high,16,7,training,3750,0.0625,0.3372900666170139,0.875,0.1875,0.18920908583864837,47.77586174352103,54.27586174352287,37.629976075283025,0.5176782926771551
decentralized_high,16,7,training,3800,0.0,0.0,1.0,0.125,0.1891281514903258,48.42442510420124,55.02442510420304,37.33057305749656,0.5136029667874679
decentralized_high,16,7,training,3850,0.125,0.5435644431995964,0.75,0.25,0.18900152575745488,49.07127316580156,55.77127316580331,37.09494380825907,0.5105141797988109
decentralized_high,16,7,training,3900,0.0625,0.3372900666170139,0.875,0.1875,0.18892337715435192,49.708933733667074,56.50893373366878,36.998217092352355,0.5091477463071632
decentralized_high,16,7,training,3950,0.0,0.0,1.0,0.0,0.18878480692194577,50.364850783964215,57.2648507839659,36.59424997858361,0.5042566028550602
decentralized_high,16,7,training,4000,0.125,0.5435644431995964,0.75,0.1875,0.18874130304124725,51.025763125400196,58.025763125401824,36.14649880110761,0.49880196504092345
decentralized_high,16,7,training,4050,0.0625,0.3372900666170139,0.875,0.0625,0.18871875423981144,51.68354236629833,58.7835423662999,35.808951346360246,0.4945372200043306
decentralized_high,16,7,training,4100,0.125,0.5435644431995964,0.75,0.25,0.18873496332563255,52.33367816222765,59.53367816222914,35.6177263576217,0.49223458253463576
