scenario,population,replicate,social_mode,rewiring,agent,x,y,region,visibility_degree,attention_sources,rewires_initiated,mean_prediction_error,policy_scarce_mostly_high,q_scarce_mostly_high_low,q_scarce_mostly_high_high,policy_scarce_mixed,q_scarce_mixed_low,q_scarce_mixed_high,policy_scarce_mostly_low,q_scarce_mostly_low_low,q_scarce_mostly_low_high,policy_moderate_mostly_high,q_moderate_mostly_high_low,q_moderate_mostly_high_high,policy_moderate_mixed,q_moderate_mixed_low,q_moderate_mixed_high,policy_moderate_mostly_low,q_moderate_mostly_low_low,q_moderate_mostly_low_high,policy_abundant_mostly_high,q_abundant_mostly_high_low,q_abundant_mostly_high_high,policy_abundant_mixed,q_abundant_mixed_low,q_abundant_mixed_high,policy_abundant_mostly_low,q_abundant_mostly_low_low,q_abundant_mostly_low_high
uniform_high,8,0,fixed,prediction_error,agent_0,9,3,uniform_high,3,agent_3|agent_2|agent_5|agent_6,0,0.11477736968695243,H,0.16043899344649074,0.18819926712233787,H,5.807458221979574e-09,0.08420685928217128,L,5.575742793371066e-09,4.654211268884583e-09,H,0.001159469954131352,0.01738079733382293,L,0.0019493900492451657,2.720996704595542e-09,H,-2.2052159748265837e-08,0.002036099566490706,H,-1.8244383181067326e-09,6.642302549080126e-09,L,3.6107049243246247e-09,2.3408035468349745e-09,L,-2.8297800240563446e-09,-7.604645861928255e-09
uniform_high,8,0,fixed,prediction_error,agent_1,8,3,uniform_high,2,agent_5|agent_7|agent_2|agent_6,1,0.13003553809485813,H,0.228590769982376,0.2889170676739389,H,-5.499492543684724e-09,0.15768779388410167,H,-8.400436856134603e-09,0.03351376319010036,H,0.0018786450517731747,0.02237140462261983,H,0.0019343421577146603,0.02332594284751565,H,0.0003989996315528793,0.006835494664372428,H,-1.1194383105948041e-08,4.851645448746522e-09,H,-1.9320435238217296e-08,-3.0447768846579923e-10,L,1.4330758152938092e-08,-1.5271355882330675e-08
uniform_high,8,0,fixed,prediction_error,agent_2,1,9,uniform_high,7,agent_0|agent_5|agent_6|agent_4,0,0.11181795522242809,H,0.22001566573559203,0.2511592369946417,H,0.004431510887876533,0.18795595339214896,L,8.509802008733536e-09,3.0823421860503044e-09,H,-6.1293608289665174e-09,0.012421748128998867,H,0.00037999588629896363,0.0093672220723088,H,-6.926377054543295e-09,0.01112672976579487,L,9.732182875159392e-09,5.423171883284276e-10,L,2.016832498358023e-08,-7.447017906150152e-09,L,1.5422719954562964e-08,-4.043144338380311e-09
uniform_high,8,0,fixed,prediction_error,agent_3,4,3,uniform_high,4,agent_4|agent_2|agent_1|agent_6,0,0.13083918576935344,L,-9.60579787907967e-09,-1.1536379113974887e-08,H,-2.015166139805569e-08,2.1677157982383588e-08,H,-9.21453032763118e-09,5.4986563256932164e-09,H,0.21845089953890673,0.2783428452344129,H,0.024923430196675072,0.20148765556384027,H,1.0232140986372056e-08,0.007113773667821184,L,1.620530891936617e-08,-1.2714948404076017e-08,H,-1.0697163114531625e-08,8.384944286046236e-09,H,1.8227806946644684e-08,2.0439496906955603e-08
uniform_high,8,0,fixed,prediction_error,agent_4,2,1,uniform_high,4,agent_0|agent_2|agent_7|agent_6,0,0.11972423788057204,H,0.2133649614211788,0.2662812508132463,L,0.15302791691991297,-5.967923503042199e-09,L,0.02055585258739611,-6.080700096105584e-09,L,0.0042975572641993556,0.004065477365562444,H,0.0006082830206738642,0.013262002065858943,L,0.002328655731349264,-3.922180107041891e-09,H,-1.9939933203901656e-08,9.665397155628862e-09,L,1.2348102470288986e-08,9.235430776837237e-09,L,-4.966683527860735e-09,-1.526953138245538e-08
uniform_high,8,0,fixed,prediction_error,agent_5,0,9,uniform_high,3,agent_4|agent_2|agent_3|agent_6,0,0.12828481468944591,H,0.108677300491032,0.14194533259440872,H,4.933388177233402e-09,0.08246755939115732,H,-1.4862256092604702e-08,0.007107203392920768,H,0.0016064739171389362,0.01466046621710115,H,0.0017789914362844842,0.005641791406933931,L,0.0016928967206698304,-1.5255914405775842e-08,L,2.2618503354947588e-08,-9.52778036354754e-09,H,-1.4569801714821618e-08,1.310783273440312e-08,H,-9.097877489429046e-09,1.787209132014751e-09
uniform_high,8,0,fixed,prediction_error,agent_6,9,4,uniform_high,6,agent_2|agent_1|agent_3|agent_7,1,0.120865633444312,H,0.19382247462733102,0.25478354058263136,H,0.008840524640501867,0.1578818007975725,L,0.0026304731044991254,-8.657348610812632e-10,H,0.0045622708048027785,0.02521553758000725,H,0.001140542373010717,0.005021315081066735,L,0.0005590893240823598,-1.2592004823950172e-08,L,2.493679169656923e-08,3.4813531627573274e-09,L,2.4752479980515946e-08,-5.073058674616103e-10,H,-5.559515255068474e-09,-2.162594756286805e-09
uniform_high,8,0,fixed,prediction_error,agent_7,2,1,uniform_high,3,agent_3|agent_2|agent_0|agent_4,0,0.12021096375698564,H,0.1957026307988453,0.28776094603809677,L,0.1588320001676459,0.02378861438404671,H,-4.643610051451395e-09,5.64059947943885e-09,H,0.0008971271348015177,0.02020253175542357,H,0.004374653995218261,0.009022906266192269,L,0.0009340812336364429,3.266070143282729e-09,H,-8.954404490918788e-09,1.480073762029971e-09,H,-2.0332186114174267e-08,-9.339330570567585e-09,H,2.6033560078972872e-09,4.393111965637603e-09
patchy_high,8,0,fixed,prediction_error,agent_0,9,3,patchy_high,3,agent_3|agent_2|agent_5|agent_6,0,0.14237264926926865,H,0.1518413947948699,0.17901988770707467,H,0.013194083180675671,0.14745274289121982,L,5.575742793371066e-09,4.654211268884583e-09,H,0.001159469954131352,0.012762570138185018,L,0.000958418549382209,2.720996704595542e-09,H,-2.2052159748265837e-08,0.002036099566490706,H,-1.8244383181067326e-09,6.642302549080126e-09,L,3.6107049243246247e-09,2.3408035468349745e-09,L,-2.8297800240563446e-09,-7.604645861928255e-09
patchy_high,8,0,fixed,prediction_error,agent_1,8,3,patchy_high,2,agent_5|agent_7|agent_2|agent_6,1,0.18151041120677605,H,0.12551096224606026,0.1789523612342567,H,0.05229721594261154,0.14632896832003311,H,-8.400436856134603e-09,0.05023983359540932,H,0.008641369124237564,0.06745278788153404,H,0.004045023959443953,0.044498522712319306,H,0.0003989996315528793,0.018250660140231738,H,-1.1194383105948041e-08,4.851645448746522e-09,H,-1.9320435238217296e-08,-3.0447768846579923e-10,L,1.4330758152938092e-08,-1.5271355882330675e-08
patchy_high,8,0,fixed,prediction_error,agent_2,1,9,patchy_high,7,agent_0|agent_5|agent_6|agent_4,0,0.1585732263572843,H,0.1981216076417569,0.23855801436710253,H,0.027773973244020735,0.21040005403639164,L,0.02658615655181871,3.0823421860503044e-09,H,-6.1293608289665174e-09,0.011526549551369298,H,0.00037999588629896363,0.004505224568026992,H,-6.926377054543295e-09,0.01112672976579487,L,9.732182875159392e-09,5.423171883284276e-10,L,2.016832498358023e-08,-7.447017906150152e-09,L,1.5422719954562964e-08,-4.043144338380311e-09
patchy_high,8,0,fixed,prediction_error,agent_3,4,3,patchy_high,4,agent_4|agent_2|agent_1|agent_6,0,0.1645255986333798,L,-9.60579787907967e-09,-1.1536379113974887e-08,H,-2.015166139805569e-08,2.1677157982383588e-08,H,-9.21453032763118e-09,5.4986563256932164e-09,H,0.17551273659786004,0.24778750613759937,H,0.050495354464524356,0.21502913726848297,H,1.0232140986372056e-08,0.12162553871143843,L,1.620530891936617e-08,-1.2714948404076017e-08,H,-1.0697163114531625e-08,8.384944286046236e-09,H,1.8227806946644684e-08,2.0439496906955603e-08
patchy_high,8,0,fixed,prediction_error,agent_4,2,1,patchy_high,4,agent_0|agent_2|agent_7|agent_6,0,0.1768868756855033,H,0.06224977276298663,0.16574792775185698,L,0.08734932903984333,-5.967923503042199e-09,L,2.9433853881280775e-09,-6.080700096105584e-09,H,0.09401901673425182,0.1699673815790652,H,0.06179602250499926,0.1549903448274198,L,0.058606040293803854,-3.922180107041891e-09,H,-1.9939933203901656e-08,9.665397155628862e-09,L,1.2348102470288986e-08,9.235430776837237e-09,L,-4.966683527860735e-09,-1.526953138245538e-08
patchy_high,8,0,fixed,prediction_error,agent_5,0,9,patchy_high,3,agent_4|agent_2|agent_3|agent_6,0,0.15862295663757714,H,0.08905658624750827,0.12004596634267135,H,0.009782005946969192,0.09583703949416238,H,-1.4862256092604702e-08,0.03084092329449228,H,0.00019999643080268045,0.014210954094604817,H,0.002965128364380335,0.005641791406933931,L,0.00021898991138303032,-1.5255914405775842e-08,L,2.2618503354947588e-08,-9.52778036354754e-09,H,-1.4569801714821618e-08,1.310783273440312e-08,H,-9.097877489429046e-09,1.787209132014751e-09
patchy_high,8,0,fixed,prediction_error,agent_6,9,4,patchy_high,6,agent_2|agent_1|agent_3|agent_7,1,0.19608740053762694,H,0.13271113768573625,0.18181020938599626,L,0.15797341052378905,0.0697182073569969,L,0.05606994449503532,0.00420595897821444,H,0.0014164840438160493,0.018020185465619218,H,0.003911580304098593,0.005970056128206949,L,0.0005590893240823598,-1.2592004823950172e-08,L,2.493679169656923e-08,3.4813531627573274e-09,L,2.4752479980515946e-08,-5.073058674616103e-10,H,-5.559515255068474e-09,-2.162594756286805e-09
patchy_high,8,0,fixed,prediction_error,agent_7,2,1,patchy_high,3,agent_3|agent_2|agent_0|agent_4,0,0.12272838934851364,L,0.13591677931903728,0.07052260865211621,L,0.015111209061131328,1.3486883513910228e-09,H,-4.643610051451395e-09,5.64059947943885e-09,H,0.09757210531689933,0.14977220832160618,L,0.0850753399578488,0.013387233330988676,L,0.0002000045834933249,3.266070143282729e-09,H,-8.954404490918788e-09,1.480073762029971e-09,H,-2.0332186114174267e-08,-9.339330570567585e-09,H,2.6033560078972872e-09,4.393111965637603e-09
