scenario,population,replicate,social_mode,rewiring,strategy,evaluation_mode,time,low_extraction_rate,collective_order,action_entropy,mean_resource_fraction,total_resource,mean_reserve_welfare,mean_need_satisfaction,deprivation_rate,mean_metabolic_shortfall,mean_energy,wealth_gini,mean_wealth,mean_social_low_fraction,visibility_gini,max_visibility_share,zero_visibility_fraction,social_perception_error,signed_perception_bias,majority_mismatch_rate,degree_action_correlation
uniform_high,8,0,fixed,prediction_error,random_50,fresh_reset,60,0.375,0.25,0.954434002924965,0.6258599224126611,46.93949418094959,0.998,1.0,0.0,0.0,0.998,0.04447769314472261,0.6892500000000004,0.4375,0.2109375,0.21875,0.0,0.16071428571428573,0.06250000000000003,0.25,-0.3265986323710904
uniform_high,8,0,fixed,prediction_error,random_50,fresh_reset,80,0.625,0.25,0.954434002924965,0.6396045561013178,47.97034170759884,0.998,1.0,0.0,0.0,0.998,0.04899393605292213,0.9070000000000005,0.6875,0.2109375,0.21875,0.0,0.11607142857142856,0.06250000000000001,0.0,-0.3265986323710904
uniform_high,8,0,fixed,prediction_error,random_50,fresh_reset,100,0.375,0.25,0.954434002924965,0.647947240668608,48.596043050145596,0.998,1.0,0.0,0.0,0.998,0.04041311180960938,1.1135000000000006,0.34375,0.2109375,0.21875,0.0,0.08482142857142858,-0.03124999999999998,0.0,0.1632993161855452
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,1,0.125,0.75,0.5435644431995964,0.6159851760706426,46.20496471136592,0.998,1.0,0.0,0.0,0.998,0.11511203609790899,7.174242108408401,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,20,0.125,0.75,0.5435644431995964,0.6143639325728707,46.094802292734364,0.998,1.0,0.0,0.0,0.998,0.11697178130296115,7.462312090980445,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,40,0.125,0.75,0.5435644431995964,0.6134827688356577,46.03657467151601,0.998,1.0,0.0,0.0,0.998,0.11901537480078694,7.759245051642067,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,60,0.125,0.75,0.5435644431995964,0.6129357565655269,46.00032629458488,0.998,1.0,0.0,0.0,0.998,0.12096509406884404,8.055035786479992,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,80,0.125,0.75,0.5435644431995964,0.6126077287691237,45.9785690025885,0.998,1.0,0.0,0.0,0.998,0.12280474868038205,8.350247536840516,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,continuation,100,0.0,1.0,0.0,0.6122285032612781,45.94792897979629,0.998,1.0,0.0,0.0,0.998,0.12433833159809571,8.647400349670844,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,1,0.25,0.5,0.8112781244591328,0.5034336995872178,37.75268961511465,0.998,1.0,0.0,0.0,0.998,0.217741935483871,0.0155,0.1875,0.2109375,0.21875,0.0,0.14285714285714285,-0.062499999999999986,0.0,0.3651483716701107
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,20,0.125,0.75,0.5435644431995964,0.5494314341132209,41.16394448591197,0.998,1.0,0.0,0.0,0.998,0.06182975871313667,0.37300000000000005,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,40,0.0,1.0,0.0,0.5762402327065934,43.21739674973632,0.998,1.0,0.0,0.0,0.998,0.08700865843659544,0.7167123204692548,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,60,0.125,0.75,0.5435644431995964,0.5927921359164935,44.47662032128974,0.998,1.0,0.0,0.0,0.998,0.11707519135766176,1.0138256429902346,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,80,0.0,1.0,0.0,0.6018186262648777,45.16204708166017,0.998,1.0,0.0,0.0,0.998,0.13192035660414692,1.3061161306342353,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,q_learning,fresh_reset,100,0.125,0.75,0.5435644431995964,0.6066841979799183,45.533358509792365,0.998,1.0,0.0,0.0,0.998,0.14151794703523635,1.5976728212676066,0.09375,0.2109375,0.21875,0.0,0.11160714285714285,-0.031249999999999993,0.0,0.2390457218668787
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,1,1.0,1.0,0.0,0.5049048222871511,37.859237431674494,0.998,1.0,0.0,0.0,0.998,0.0,0.002,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,20,1.0,1.0,0.0,0.5826324126945177,43.57992855084692,0.998,1.0,0.0,0.0,0.998,0.0,0.04000000000000002,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,40,1.0,1.0,0.0,0.6344574894408944,47.42092031919346,0.998,1.0,0.0,0.0,0.998,0.0,0.08000000000000006,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,60,1.0,1.0,0.0,0.6637289398108416,49.59962369476951,0.998,1.0,0.0,0.0,0.998,0.0,0.12000000000000009,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,80,1.0,1.0,0.0,0.6792967398064497,50.76141889132623,0.998,1.0,0.0,0.0,0.998,0.0,0.16000000000000011,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_low,fresh_reset,100,1.0,1.0,0.0,0.687312609330129,51.36067587625041,0.998,1.0,0.0,0.0,0.998,0.0,0.20000000000000015,1.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,1,0.0,1.0,0.0,0.5029929434468479,37.71714316745042,0.998,1.0,0.0,0.0,0.998,0.0,0.02,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,20,0.0,1.0,0.0,0.5470629507884153,40.947665682700006,0.998,1.0,0.0,0.0,0.998,0.0,0.4000000000000001,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,40,0.0,1.0,0.0,0.5713447821493493,42.76544488515211,0.998,1.0,0.0,0.0,0.998,0.020994060853929408,0.7762987202584798,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,60,0.0,1.0,0.0,0.586155860101452,43.86607270995427,0.998,1.0,0.0,0.0,0.998,0.05730967723397762,1.104723987674629,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,80,0.0,1.0,0.0,0.5943955671068438,44.48204352983289,0.998,1.0,0.0,0.0,0.998,0.07972505330908453,1.4239238006281583,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,always_high,fresh_reset,100,0.0,1.0,0.0,0.5988405426843582,44.81641943863292,0.998,1.0,0.0,0.0,0.998,0.09416904455855413,1.7424279788879384,0.0,0.2109375,0.21875,0.0,0.0,0.0,0.0,nan
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,1,0.625,0.25,0.954434002924965,0.5041208039403232,37.80596012570957,0.998,1.0,0.0,0.0,0.998,0.4821428571428572,0.008749999999999999,0.5,0.2109375,0.21875,0.0,0.1339285714285714,-0.12499999999999999,0.5,0.6531972647421808
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,20,0.75,0.5,0.8112781244591328,0.5653536659267897,42.30046150945751,0.998,1.0,0.0,0.0,0.998,0.16787305122494423,0.22450000000000003,0.65625,0.2109375,0.21875,0.0,0.14732142857142858,-0.09375,0.0,0.5477225575051662
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,40,0.5,0.0,1.0,0.6036602161493096,45.13630008474313,0.998,1.0,0.0,0.0,0.998,0.08672376873661691,0.46700000000000014,0.46875,0.2109375,0.21875,0.0,0.15625,-0.031249999999999972,0.2,0.15811388300841894
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,60,0.375,0.25,0.954434002924965,0.6267413764125933,46.85831356816125,0.998,1.0,0.0,0.0,0.998,0.04447769314472261,0.6892500000000004,0.4375,0.2109375,0.21875,0.0,0.16071428571428573,0.06250000000000003,0.25,-0.3265986323710904
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,80,0.625,0.25,0.954434002924965,0.6401200206309828,47.865222929995234,0.998,1.0,0.0,0.0,0.998,0.04899393605292213,0.9070000000000005,0.6875,0.2109375,0.21875,0.0,0.11607142857142856,0.06250000000000001,0.0,-0.3265986323710904
patchy_high,8,0,fixed,prediction_error,random_50,fresh_reset,100,0.375,0.25,0.954434002924965,0.6482628323549195,48.47560762910608,0.998,1.0,0.0,0.0,0.998,0.04041311180960938,1.1135000000000006,0.34375,0.2109375,0.21875,0.0,0.08482142857142858,-0.03124999999999998,0.0,0.1632993161855452
